Date,AGG,CTA,DBMF,KMLM,NTSX,QLD,QQQ,RSBT,RSSB,RSST,SPY,SSO,TQQQ,UPRO
2023-10-03,83.49748992919922,23.241527557373047,25.156391143798828,31.003950119018555,33.13577651977539,28.911762237548828,349.7179870605469,17.149995803833008,,19.43968391418457,408.64190673828125,25.428062438964844,16.789026260375977,38.505409240722656
2023-10-04,84.08486938476562,23.03093147277832,24.828231811523438,30.531906127929688,33.455970764160156,29.69208335876465,354.47723388671875,16.93964958190918,,19.259489059448242,411.61761474609375,25.7855167388916,17.469533920288086,39.325286865234375
2023-10-05,84.13909912109375,22.778215408325195,24.802322387695312,30.0220947265625,33.514190673828125,29.498245239257812,353.4327392578125,16.767200469970703,,18.955896377563477,411.4626159667969,25.74634552001953,17.284826278686523,39.2276725769043
2023-10-06,83.81378936767578,22.74452018737793,24.98367691040039,30.050418853759766,33.80527877807617,30.472408294677734,359.3547058105469,16.752988815307617,,19.31237030029297,416.3477783203125,26.343727111816406,18.15489959716797,40.60391616821289
2023-10-09,84.6812973022461,22.56761932373047,24.750511169433594,29.984333038330078,34.1254768371582,30.79050064086914,361.1875,16.64781379699707,,19.064599990844727,419.0133361816406,26.676698684692383,18.4222412109375,41.35548782348633
2023-10-10,84.59996032714844,22.563404083251953,24.78505516052246,29.87104034423828,34.31953811645508,31.10859489440918,363.1876525878906,16.61465072631836,,19.20464515686035,421.1942138671875,26.941116333007812,18.72360610961914,41.98992156982422
2023-10-11,84.988525390625,22.508647918701172,24.612333297729492,29.587814331054688,34.75617599487305,31.56088638305664,365.77911376953125,16.58148956298828,,19.185060501098633,422.9195556640625,27.17125701904297,19.12218475341797,42.526756286621094
2023-10-12,84.25658416748047,22.643436431884766,24.793685913085938,30.09762191772461,34.203094482421875,31.307405471801758,364.5080261230469,16.846792221069336,,19.400510787963867,420.34124755859375,26.83828353881836,18.898595809936523,41.71662521362305
2023-10-13,84.61804962158203,22.47495460510254,24.698694229125977,30.09762191772461,34.22251510620117,30.53204917907715,359.92620849609375,16.794677734375,,19.19289207458496,418.24755859375,26.564077377319336,18.184062957763672,41.08218765258789
2023-10-16,84.14813995361328,22.445472717285156,24.871410369873047,30.305320739746094,34.416568756103516,31.23284912109375,363.9956359863281,16.742565155029297,,19.400510787963867,422.6481628417969,27.112497329711914,18.796510696411133,42.3510627746582
2023-10-17,83.54267883300781,22.643436431884766,25.182302474975586,30.64519500732422,33.97993087768555,31.019132614135742,362.8033752441406,16.742565155029297,,19.572874069213867,422.62872314453125,27.102703094482422,18.616668701171875,42.312015533447266
2023-10-18,83.15412902832031,22.66870880126953,25.07003402709961,30.890661239624023,33.5918083190918,30.144372940063477,358.0441589355469,16.789939880371094,,19.400510787963867,416.99725341796875,26.382904052734375,17.8292293548584,40.63320541381836
2023-10-19,82.83782958984375,22.66870880126953,25.147762298583984,31.060596466064453,33.2327995300293,29.60262107849121,354.6940002441406,16.665817260742188,,19.23304557800293,413.333251953125,25.883447647094727,17.352872848510742,39.52050018310547
2023-10-20,83.13604736328125,22.58025550842285,24.98367691040039,30.9945125579834,32.99992752075195,28.722890853881836,349.4026794433594,16.61465072631836,,18.873632431030273,408.2542419433594,25.251787185668945,16.57029151916504,38.00761413574219
2023-10-23,83.46134185791016,22.491806030273438,24.802322387695312,30.569669723510742,33.03874206542969,28.87696647644043,350.45703125,16.55116844177246,,18.686580657958984,407.5466003417969,25.158750534057617,16.716114044189453,37.82215881347656
2023-10-24,83.75956726074219,22.441259384155273,24.715965270996094,30.47525978088379,33.339534759521484,29.453510284423828,353.8663330078125,16.576751708984375,,18.818790435791016,410.6192321777344,25.530893325805664,17.187610626220703,38.66156768798828
2023-10-25,83.13604736328125,22.533924102783203,24.949134826660156,30.918983459472656,32.737953186035156,27.992265701293945,345.20513916015625,16.6951904296875,,18.739463806152344,404.72601318359375,24.801300048828125,15.928672790527344,36.98274612426758
2023-10-26,83.69629669189453,22.365449905395508,24.78505516052246,30.503583908081055,32.49537658691406,26.913732528686523,338.6230773925781,16.64781379699707,,18.38592529296875,399.87957763671875,24.194122314453125,15.000272750854492,35.61627960205078
2023-10-27,83.66918182373047,22.44968605041504,24.78505516052246,30.597991943359375,32.28191375732422,27.172182083129883,340.2489013671875,16.61086082458496,,18.222379684448242,398.0669860839844,23.959083557128906,15.214143753051758,35.108726501464844
2023-10-30,83.47039031982422,22.34017562866211,24.715965270996094,30.513023376464844,32.65062713623047,27.7586669921875,344.0819091796875,16.505687713623047,,18.39180564880371,402.826171875,24.536884307861328,15.705078125,36.35807800292969
2023-10-31,83.41618347167969,22.255935668945312,24.862773895263672,30.541343688964844,32.80586624145508,28.04197120666504,345.72735595703125,16.638338088989258,,18.70224952697754,405.35601806640625,24.830678939819336,15.9335355758667,37.01203155517578
2023-11-01,84.33794403076172,22.441259384155273,24.603696823120117,30.371408462524414,33.27161407470703,29.016132354736328,351.7281188964844,16.4962100982666,,18.666013717651367,409.6790466308594,25.34971809387207,16.755002975463867,38.19306564331055
2023-11-02,84.84550476074219,22.44968605041504,24.413705825805664,30.116504669189453,34.0090446472168,30.04496955871582,358.1131286621094,16.486736297607422,,18.830543518066406,417.5303039550781,26.32414436340332,17.644519805908203,40.340389251708984
2023-11-03,85.36212921142578,22.373868942260742,24.102813720703125,29.408437728881836,34.455379486083984,30.740800857543945,362.3205261230469,16.35408592224121,,18.66895294189453,421.339599609375,26.78931999206543,18.266695022583008,41.42381286621094
2023-11-06,84.93614196777344,22.47495460510254,24.223716735839844,29.795513153076172,34.49419403076172,30.979368209838867,363.7985534667969,16.3446102142334,,18.785491943359375,422.3088684082031,26.90683937072754,18.475706100463867,41.687339782714844
2023-11-07,85.38935089111328,22.52549934387207,24.154630661010742,29.559490203857422,34.64944076538086,31.55591583251953,367.2373962402344,16.382511138916016,,18.85208511352539,423.5108337402344,27.04884147644043,18.99580955505371,42.03872299194336
2023-11-08,85.67938995361328,22.550771713256836,24.102813720703125,29.323467254638672,34.74647903442383,31.60561752319336,367.4739074707031,16.420412063598633,,18.847190856933594,423.8209228515625,27.0880126953125,19.029834747314453,42.136329650878906
2023-11-09,84.96334838867188,22.786643981933594,24.327350616455078,29.738868713378906,34.30984115600586,31.103626251220703,364.6459655761719,16.373035430908203,,18.805078506469727,420.5157470703125,26.65221405029297,18.57777976989746,41.09195327758789
2023-11-10,85.16273498535156,22.736093521118164,24.36189079284668,29.86159896850586,34.84349822998047,32.46546173095703,372.8440246582031,16.420412063598633,,19.145883560180664,427.0777893066406,27.489534378051758,19.817276000976562,43.00502014160156
2023-11-13,85.15369415283203,22.66449737548828,24.387798309326172,29.94656753540039,34.71735382080078,32.271629333496094,371.6813049316406,16.420412063598633,,19.08614730834961,426.67071533203125,27.430774688720703,19.637426376342773,42.868370056152344
2023-11-14,86.22318267822266,21.69995880126953,23.826461791992188,29.068565368652344,35.619747161865234,33.64836883544922,379.6822814941406,16.36355972290039,,19.096921920776367,434.9483947753906,28.478647232055664,20.872058868408203,45.33779525756836
2023-11-15,85.68846893310547,21.90212631225586,24.00782012939453,29.323467254638672,35.59063720703125,33.6931037902832,379.9680480957031,16.349346160888672,,19.322162628173828,435.86920166015625,28.60595703125,20.930389404296875,45.630611419677734
2023-11-16,86.15972137451172,22.028488159179688,23.80055809020996,28.983596801757812,35.66826248168945,33.75274658203125,380.2932434082031,16.287757873535156,,19.214441299438477,436.40234375,28.654926300048828,20.96441078186035,45.74773025512695
